clone_id	gene_symbol	M1H_rep1	M1H_rep2	M1H_rep3	M1H_mean
FOXP3-5	FOXP3	1.646035980030456	1.660499232963793	1.3978606884389428	1.5681319671443974
FOXP3-6	FOXP3	1.3948681200426962	1.3525325810572633	1.236622338291671	1.32800767979721
GATA2-2	GATA2	1.1120960269405118	0.9178898629659781	0.8641587515416704	0.96471488048272
GLIS2-1	GLIS2	0.7027352582992077	0.8292434204702149	0.7163806730828501	0.7494531172840908
GLIS2-3	GLIS2	0.29572715476042255	0.37646421601554536	0.26990610906916307	0.3140324932817103
GMEB1-1	GMEB1	5.809194151966996	5.906229747812103	5.7517305119635465	5.822384803914215
GMEB1-2	GMEB1	5.3829637417456535	5.249459370344374	5.35094696332163	5.327790025137219
GRHL3-1	GRHL3	-0.20036165202016504	-0.14137441447027915	-0.38424498440193317	-0.24199368363079246
GRHL3-2	GRHL3	0.1305050216319179	0.35034978970625247	0.26458495731938403	0.2484799228858515
GRHL3-3	GRHL3	0.4456698181671265	0.46876129636499025	0.3942079377897299	0.4362130174406155
GRHL3-4	GRHL3	0.048506822140137996	0.062498738793172116	0.012178210169857593	0.04106125703438924
GRHL3-6	GRHL3	0.12395657686718395	0.14334012549718622	0.1992436237603581	0.1555134420415761
GRHL3-7	GRHL3	0.3925200042276346	0.33303678077630516	0.376580937085215	0.3673792406963849
HDX-1	HDX	-0.32559387000348183	-0.15889035006517205	-0.1412313382580478	-0.20857185277556722
HDX-2	HDX	-0.4925779504580182	-0.28563171116958186	-0.3363003191619295	-0.37150332692984317
HEY1-1	HEY1	0.011504724777839048	0.20645914316310554	0.08617117387515175	0.1013783472720321
HEY1-2	HEY1	0.42809823465291896	0.2837633424994526	0.27819669130307356	0.3300194228184817
HHEX-1	HHEX	1.3452587972495729	1.2745802813276372	1.0102934549230285	1.210044177833413
HHEX-2	HHEX	0.13246899296004325	0.13793060054155196	0.08507327038641098	0.1184909546293354
HIF1A-2	HIF1A	2.929175019268835	2.8493225377575433	2.779761235061649	2.8527529306960093
HIF1A-3	HIF1A	0.7034801566374156	0.6189773491738133	0.5723624814530229	0.6316066624214173
HMBOX1-1	HMBOX1	0.9880647549318715	0.3831581590064059	0.0002735968101399765	0.4571655035828058
HMBOX1-2	HMBOX1	0.14160377929611193	-0.03744954040585021	0.17872821672355388	0.09429415187127187
HMBOX1-3	HMBOX1	0.09454841165713038	0.14943872936724745	-0.10202679859181554	0.04732011414418743
HMBOX1-4	HMBOX1	-0.3208846870506955	-0.3048173678345625	-0.333938902165715	-0.319880319016991
HMG20A-1	HMG20A	0.6561513417284045	0.7378045573915681	0.8004308141504696	0.7314622377568142
HMG20A-2	HMG20A	0.8353963009786368	0.5968677165797123	0.6679533446430063	0.7000724540671185
HNF1B-1	HNF1B	3.5117238370770343	2.7836606003198883	2.7477808727073305	3.014388436701418
HNF1B-2	HNF1B	2.608186002447783	2.492524647522384	2.0958798230021567	2.398863490990775
HNF4A-3	HNF4A	5.121042740161365	5.0742032629813485	5.014728109602888	5.069991370915201
HNF4A-4	HNF4A	2.5681861435249242	2.595250739370539	2.7053787979875534	2.622938560294339
HOXA1-1	HOXA1	2.359971174923483	1.8782889563592446	1.9568947762450548	2.065051635842594
HOXA1-2	HOXA1	3.2871526123380517	3.229620179010112	3.1261606239848767	3.2143111384443466
HSF2-1	HSF2	1.2113322518423522	0.9644467579245126	0.9988590004692155	1.0582126700786934
HSF2-2	HSF2	1.5302513294752957	1.5348230236199059	1.5041114805495461	1.5230619445482494
HSFY1-1	HSFY1	-0.23146249417986178	-0.25488046134600295	-0.26793967143406916	-0.25142754231997794
HSFY1-2	HSFY1	-0.8483566688959366	-0.7731923311736328	-0.7669649470526437	-0.7961713157074044
IKZF2-1	IKZF2	0.0513895293321738	-0.16299746611366098	-0.04700086130970731	-0.0528695993637315
IKZF2-2	IKZF2	-0.11400401729471912	0.07019174487874268	0.039908647488302744	-0.0013012083092245677
IKZF2-3	IKZF2	-0.9801743965195373	-1.070791439391761	-0.9350721764943535	-0.9953460041352171
IKZF2-4	IKZF2	0.903630318469168	0.7197010072041986	0.7721711527313122	0.798500826134893
IRF5-1	IRF5	2.794624984735435	2.7414283206252468	2.711523643484973	2.749192316281885
IRF5-2	IRF5	1.6856823017259004	1.7359922518369666	1.5016151805084017	1.641096578023756
IRF5-3	IRF5	3.713034791204695	3.506422026205042	3.479841280708354	3.5664326993726974
IRF9-3	IRF9	1.9880030060321592	2.2032012293501384	2.0339294441495435	2.075044559843947
IRF9-5	IRF9	0.1321787720539339	0.23477721861645787	0.237653709321654	0.20153656666401523
KLF12-2	KLF12	-0.38297772176518474	-0.5920404539570042	-0.6936787306030602	-0.5562323021084165
KLF7-1	KLF7	2.187877476061801	2.2321403333594194	2.1867915574094976	2.2022697889435725
KLF7-3	KLF7	1.1371943822412125	1.0638043161821826	1.1435430251993044	1.1148472412075663
KLF7-4	KLF7	0.7600477424215271	0.5530409136880958	0.554099112930122	0.6223959230132483
KLF7-5	KLF7	2.4059022644783856	2.1153894667485575	2.0615928831570436	2.194294871461329
KLF7-6	KLF7	1.2404032561750984	1.285077653435887	0.914735746400483	1.1467388853371563
KLF7-7	KLF7	0.962533912020048	0.8892247673183838	0.913384883463835	0.921714520934089
LEF1-2	LEF1	-0.3157154145664191	-0.48716309995335544	-0.5569969075744908	-0.45329180736475516
LEF1-3	LEF1	3.621213575999828	3.6086133713721242	3.5533589556144265	3.5943953009954597
LEF1-4	LEF1	0.9930656351888962	1.3709349747159114	0.9839290855566767	1.115976565153828
LHX6-1	LHX6	2.8770901249049854	2.836656780182662	2.800444422266864	2.8380637757848373
LHX6-4	LHX6	2.088591359805688	2.3249021182797303	2.373047822692523	2.262180433592647
LHX9-1	LHX9	3.27749448419496	3.013455373166241	3.229267048757914	3.1734056353730384
LHX9-2	LHX9	2.347968671192496	2.3116639677242294	2.4870423848616943	2.3822250079261402
LHX9-3	LHX9	3.2666390892990615	3.3052799976420073	3.255363952431166	3.2757610131240784
MAX-1	MAX	1.8533991457675327	1.7661204483673494	1.6472390762578943	1.7555862234642587
MAX-3	MAX	-1.3121963876988887	-1.339309960666436	-1.4586328261300907	-1.370046391498472
MAX-4	MAX	-1.5645603048899563	-1.4796419156083105	-1.4141389723433972	-1.4861137309472214
MAX-5	MAX	-1.32262908383826	-1.1729126455610412	-1.2183413752515004	-1.2379610348836005
MAX-6	MAX	-1.2026395079102263	-1.1859584286525768	-1.2955302168968024	-1.2280427178198685
MAZ-2	MAZ	2.201300666286031	1.9577203857439336	2.10639067532871	2.088470575786225
MAZ-3	MAZ	-0.9166120574502302	-1.2505406264588974	-1.1230104339055236	-1.0967210392715503
MEIS1-1	MEIS1	-0.8761557324275463	-0.947725461564263	-1.0384112248126205	-0.95409747293481
MEIS1-2	MEIS1	-1.3162859976576617	-1.3060041745961466	-1.1095395579258123	-1.2439432433932067
MEIS2-1	MEIS2	-0.6430401690867501	-0.5450359088572421	-0.5563306185610619	-0.5814688988350181
MEIS2-2	MEIS2	-1.7231322459160916	-1.9420814658332222	-2.07699020456197	-1.9140679721037612
MEIS3-1	MEIS3	-0.8914767453302151	-1.0863557638974026	-0.8548527503454215	-0.9442284198576797
MEIS3-2	MEIS3	-1.0158926531674997	-1.1153483565107525	-0.8903374273600536	-1.007192812346102
MEIS3-3	MEIS3	-0.8052811631042212	-1.080538493903883	-0.8586389406696133	-0.9148195325592391
MEIS3-4	MEIS3	-0.5144603663103062	-0.31012390731338757	-0.44151297227210584	-0.42203241529859986
MEIS3-5	MEIS3	1.0749580189460957	0.8627804559483858	0.8641375047023493	0.9339586598656102
MEOX1-1	MEOX1	1.3945962256084325	1.315368252255634	1.4496954210424056	1.3865532996354908
MEOX1-2	MEOX1	-0.5602245364576351	-0.5644870697796497	-0.28819179389925464	-0.47096780004551314
MEOX1-3	MEOX1	-0.031421492730412524	-0.05548636483455181	-0.2593726900256684	-0.11542684919687757
MITF-2	MITF	4.5059790266402775	4.627456382600275	4.781902403460859	4.638445937567137
MITF-3	MITF	0.03903026672625095	0.020105057816759177	-0.02161806624088746	0.012505752767374222
MLX-1	MLX	1.7138870795523975	1.7313104038311244	1.8795601019857404	1.7749191951230874
MLX-2	MLX	-0.37899172069654613	-0.3688684638293972	-0.3156336410870328	-0.3544979418709921
MSX2-1	MSX2	1.0029185664396247	0.9908796860364902	1.0310219984671645	1.0082734169810932
MSX2-2	MSX2	1.84064311225102	1.720970058974356	1.8098856502680387	1.7904996071644714
MXD3-1	MXD3	1.7914028961724955	1.9130064949623156	2.6785916197184516	2.1276670036177543
MXD3-3	MXD3	0.7534194903763455	1.0714424071448279	0.7734487792605299	0.8661035589272345
MXD3-4	MXD3	1.9725644014673636	2.1582578576693114	2.6927162748688405	2.274512844668505
MXI1-2	MXI1	3.3401985755584027	3.2021021917819	3.348068266460805	3.2967896779337025
MXI1-3	MXI1	0.42668703109746725	0.29952687702097286	0.2377020526441167	0.3213053202541856
MXI1-4	MXI1	0.4447053337009041	0.8347356588555934	0.5845587258046397	0.6213332394537124
MYBL1-1	MYBL1	3.966015767916094	3.9499664121166194	4.006197356481116	3.9740598455046103
MYBL1-2	MYBL1	2.64656483844691	2.6470729354852516	2.8061979772514416	2.6999452503945345
MYBL1-3	MYBL1	2.828013896171454	2.9188957518132943	2.794879481770173	2.8472630432516404
MYF6-1	MYF6	2.442653267386433	2.6830071069727954	2.646714310272346	2.590791561543858
MYF6-2	MYF6	2.7797120755486695	2.8086584271520643	2.8590703329474056	2.8158136118827133
NFATC1-1	NFATC1	3.8459677887505648	3.703843617503998	3.549567728646974	3.6997930449671785
NFATC1-2	NFATC1	3.012966869963527	3.012692108942079	2.867855946432181	2.9645049751125954
NFE2L2-1	NFE2L2	8.7406291472191	8.676442795450281	8.756082128204735	8.724384690291371
NFE2L2-2	NFE2L2	9.28274164790413	9.290171183466628	9.224926224839512	9.26594635207009
NFIA-2	NFIA	4.157387923660006	4.307441704634933	4.092822890026841	4.185884172773927
NFIA-3	NFIA	2.286898524631811	2.289123581936175	2.444871677289903	2.34029792795263
NFIA-4	NFIA	4.457334225794795	4.489780143926239	4.606044238316993	4.517719536012675
NFIC-1	NFIC	1.6186487577487425	1.621877136074115	1.7326147214290872	1.6577135384173147
NFIC-2	NFIC	1.7679147068673178	1.876747678440396	2.0280470009098153	1.8909031287391764
NFIC-3	NFIC	0.3877571518444381	0.6648003776909523	0.4918764259903	0.5148113185085634
NFIX-1	NFIX	1.6495382408061718	1.0636897554962854	1.2297605886864202	1.314329528329626
NFIX-2	NFIX	1.489633745546962	1.9009321653503786	1.6449594155811122	1.6785084421594842
NFIX-3	NFIX	2.025404695726602	2.314308623183111	2.4150657767163257	2.251593031875346
NFIX-4	NFIX	2.420244627209063	2.4160424702227186	2.2789978939889615	2.3717616638069146
NFYA-1	NFYA	4.268281519163958	4.404487848851156	4.301211286713408	4.32466021824284
NFYA-2	NFYA	4.7282264752522964	4.427066490382962	4.407491302010508	4.520928089215256
NFYA-3	NFYA	2.599373902204216	2.4403726967310493	2.3408111493604635	2.460185916098576
NKX2-5-1	NKX2-5	1.2720551189181013	1.0511217637755808	0.9098277677333704	1.0776682168090173
NKX2-5-2	NKX2-5	0.840018241110868	0.8190547204475219	0.6682600864314586	0.7757776826632828
NPAS2-1	NPAS2	-0.0925990343384896	0.11929020845877877	0.04449474295940545	0.023728639026564875
NPAS2-2	NPAS2	-0.202600395693365	-0.17716157433558763	-0.14009106108476152	-0.17328434370457138
NR1H3-1	NR1H3	0.47781870457040293	0.2665262247898708	0.2501003780343523	0.331481769131542
NR1H3-2	NR1H3	-0.12766989246471702	-0.3236885438529722	-0.44664229910498165	-0.29933357847422365
NR2F2-1	NR2F2	0.6636423534206478	0.4816107813385118	0.7304643865756585	0.6252391737782728
NR2F2-2	NR2F2	1.1441377782103606	0.825821519648743	0.6848367083199127	0.884932002059672
NR4A1-1	NR4A1	0.5740961318789162	0.4288460380037047	0.48384947722175964	0.49559721570146015
NR4A1-2	NR4A1	4.356241556351659	4.523085639033582	4.694874330424375	4.524733841936539
NR4A1-3	NR4A1	4.369868817751788	4.293080782020684	4.3331777614208455	4.332042453731106
NR4A1-4	NR4A1	4.728551195822188	4.936221030449133	4.9518689861573115	4.872213737476211
NR4A2-1	NR4A2	3.2050957855321585	3.2434244099758516	3.249247079876741	3.2325890917949174
NR4A2-2	NR4A2	2.6495474569968764	2.5197623588113154	2.503045494831343	2.5574517702131785
NR5A2-1	NR5A2	3.653439652569417	3.466831543295289	3.305215157241199	3.4751621177019687
NR5A2-2	NR5A2	1.4510337511836364	1.732829836140173	1.6245050634629745	1.6027895502622613
NR5A2-3	NR5A2	1.2646680449073568	1.3623926563088777	1.5781457640487746	1.4017354884216697
NR5A2-4	NR5A2	-0.2828635458317927	-0.5344199503193096	-0.28007679552256143	-0.36578676389122117
NR5A2-5	NR5A2	1.5466140527940753	1.5530671999553072	1.1717275849692845	1.4238029459062223
OSR2-1	OSR2	-1.865847057767856	-1.8148348619179144	-2.161196231528829	-1.947292717071533
OSR2-2	OSR2	-1.8577477592235097	-1.8131940371281476	-1.9198402663436203	-1.8635940208984259
OTX2-1	OTX2	3.7050885702638596	3.486969372165775	3.6974899673736976	3.6298493032677777
OTX2-2	OTX2	4.149350220181554	4.17236092971727	4.05920973354252	4.126973627813782
OTX2-3	OTX2	1.2015558838753209	0.980572704918252	0.9161679222679858	1.0327655036871861
OVOL1-1	OVOL1	1.190892056345816	1.037827471366604	0.9114194070017124	1.0467129782380442
OVOL1-2	OVOL1	0.6747943852561615	0.684370433062309	0.25720439662167327	0.5387897383133813
PATZ1-1	PATZ1	2.747977069334696	3.175923869961895	2.839199835917174	2.9210335917379218
PATZ1-2	PATZ1	0.976597130353482	1.1375884779973813	1.0284512727925699	1.047545627047811
PATZ1-3	PATZ1	1.4207720107131976	1.9548942957632656	1.6699269675248611	1.681864424667108
PAX5-1	PAX5	0.8095588285281821	0.9549063049982628	0.946060460297969	0.9035085312748047
PAX5-2	PAX5	2.038917579117261	2.261976614776215	2.111585342332394	2.137493178741957
PAX7-1	PAX7	0.3631270853037377	0.7452553269602227	0.6518344357553989	0.5867389493397864
PAX7-2	PAX7	1.2613195753923379	1.4898353229874381	1.1627864541340254	1.3046471175046006
PAX7-3	PAX7	1.8485598858154626	1.6842534109661607	1.4448621032018076	1.6592251333278103
PAX7-4	PAX7	2.1088341973367477	2.4613339403892236	2.175355870782574	2.248508002836182
PAX8-1	PAX8	1.6348082005043494	1.4710887859697186	1.5664407222913062	1.5574459029217913
PAX8-3	PAX8	1.0006541213162674	1.0110108544086556	0.7701749788955089	0.9272799848734773
PAX8-4	PAX8	0.9268615028211635	0.8275736221216258	0.7657923097468087	0.8400758115631994
PAX8-5	PAX8	0.8933266674573914	1.180639548156898	0.8974720005855888	0.9904794053999595
PBX1-1	PBX1	1.8312886772661259	2.1614229867341757	1.9964504149681639	1.9963873596561552
PBX1-2	PBX1	0.8005704837155936	0.9182080302775874	0.9718184096105157	0.8968656412012321
PKNOX1-2	PKNOX1	2.5423430934033275	2.372983284436111	2.1899005089504615	2.3684089622633
PKNOX1-3	PKNOX1	1.5392707135952954	1.4364107744270305	1.4717352536393515	1.4824722472205591
PKNOX1-4	PKNOX1	1.5891998640198708	1.3619189269915195	1.290987808651824	1.4140355332210717
PLAGL1-1	PLAGL1	1.9562750022379989	1.9176348869974218	1.4160906075513042	1.7633334989289082
PLAGL1-2	PLAGL1	3.2978642438087395	3.031857054153128	3.147275344366504	3.158998880776124
POU2F1-2	POU2F1	2.5482704483470116	2.5046394056720653	2.4741607051370593	2.509023519718712
PPARD-1	PPARD	-0.2969576930375493	-0.18785065307133175	-0.4827994485243226	-0.32253593154440124
PPARD-2	PPARD	-1.4340885002114652	-1.4786896538021306	-1.2870025516968675	-1.3999269019034877
PPARD-3	PPARD	-1.3384772341120177	-1.4030021376539514	-1.2471550934008249	-1.3295448217222647
PPARG-1	PPARG	2.25286856932656	2.615747648255919	2.401424526881536	2.4233469148213387
PPARG-2	PPARG	2.2623591436822768	2.3665658640374305	2.0072208716847757	2.2120486264681607
PPARG-3	PPARG	-0.7475866257768938	-0.648694312288106	-0.8749635411339035	-0.7570814930663011
PPARG-4	PPARG	0.8209812935830542	0.7691202524748469	0.8138032059323951	0.8013015839967653
PRDM5-1	PRDM5	2.092049106978429	2.027925627755979	1.9835006793448986	2.034491804693102
PRDM5-2	PRDM5	1.0157949683378729	0.7814767790244941	0.9773103902728291	0.9248607125450654
PRDM5-3	PRDM5	-0.04414130790625427	0.005075626111923301	0.1192827075350476	0.02673900858023888
PRRX1-1	PRRX1	0.9040275447396342	0.6384938855682089	0.49692760379877704	0.6798163447022066
PRRX1-2	PRRX1	1.9603687807933095	1.5154483142937378	1.1804438153528505	1.5520869701466324
PRRX1-3	PRRX1	0.8295099212045886	0.8082287975074981	0.6816492988109843	0.773129339174357
RARB-1	RARB	3.4946336827038476	3.741151070598399	3.546034316322828	3.593939689875025
RARB-2	RARB	4.707837308587674	4.74881232557263	4.739301295466381	4.731983643208895
RARG-1	RARG	2.3837016717768567	2.466915901578786	2.3796157866993193	2.410077786684987
RARG-2	RARG	2.7458293434636216	2.9726992558906136	2.8200593473040834	2.8461959822194394
RBPJ-1	RBPJ	3.7830340723913514	3.6987781865849825	3.728994040327261	3.7369354331011984
RBPJ-2	RBPJ	3.4086828914328695	3.3551649390206943	3.07477575535423	3.2795411952692644
RBPJ-3	RBPJ	4.028812226696798	3.9872668677501713	3.9454703848788824	3.987183159775284
RELA-3	RELA	0.4398326720552571	0.2738942980761796	0.33774858233604443	0.3504918508224937
RFX3-2	RFX3	5.114700786585869	4.9831468613554195	5.0740292006085514	5.057292282849947
RFX3-3	RFX3	3.6109988081064666	3.8138759817331493	3.625552540663348	3.6834757768343214
RFX3-4	RFX3	0.8902918391128053	0.853082563480953	0.8708986814327359	0.8714243613421647
RFX4-1	RFX4	-0.7713512730363501	-0.9744427430669095	-0.9249162104874495	-0.8902367421969032
RFX4-2	RFX4	-1.3439243854057965	-1.629273836329691	-1.6792884045919956	-1.5508288754424946
RFX4-3	RFX4	-0.8690183469535417	-1.1919021055833348	-1.1929087661070898	-1.0846097395479888
RORA-1	RORA	1.4969127987575066	1.453574183811913	1.4412743412413882	1.463920441270269
RORA-2	RORA	1.9758936317037008	1.8612539628248899	1.92833844406549	1.9218286795313604
RORC-3	RORC	2.2483383273725064	2.615638181237344	2.5536838491576495	2.4725534525891666
RORC-4	RORC	1.9420091440680642	1.9856689696293497	1.9603587976385468	1.9626789704453202
RXRG-1	RXRG	1.1791937732692521	0.7593495808190146	0.7168576771884806	0.8851336770922491
